srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.41.252,41719,41.177.3.203,5666,TCP,1718,52,40,101,40,174,40,1154,40,77,0
253.160.251.85,39797,253.37.253.43,446,TCP,6920,40,40,40,40,40,40,40,40,40,40
41.177.3.203,5666,244.3.41.252,41719,TCP,1726,44,272,99,40,1154,77,40,0,0,0
77.197.128.84,45144,41.177.26.176,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.210.254,5900,41.177.244.177,56182,TCP,207385,175,175,349,421,175,175,174,280,174,175
193.135.161.57,62699,41.177.26.46,80,TCP,1760,40,40,40,40,40,40,40,40,40,40
41.177.244.177,56182,244.3.210.254,5900,TCP,30524,52,52,52,52,52,52,52,52,52,52
41.177.26.46,80,193.135.161.57,62699,TCP,129504,1492,1492,1492,972,1492,1492,1492,1492,1492,972
210.197.167.105,3237,41.177.26.15,80,TCP,139048,40,40,40,40,40,40,40,40,40,40
117.208.13.164,26600,41.177.26.15,80,TCP,61720,40,40,40,40,40,40,40,40,40,40
41.177.26.15,80,210.197.167.105,3237,TCP,7985876,1492,1492,1492,1492,972,1492,1492,1492,1492,1492
41.177.26.15,80,117.208.13.164,26600,TCP,3511180,1420,1420,1420,1420,1332,1420,1420,1420,1420,1420
203.218.3.108,56581,41.177.26.15,80,TCP,4036,52,52,52,52,52,52,52,52,52,52
41.177.26.15,80,203.218.3.108,56581,TCP,151958,1500,1500,1004,1500,1500,1500,1500,1500,1004,1500
253.37.253.43,446,253.160.251.85,39797,TCP,141482,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420
41.177.3.224,38186,41.177.117.184,1618,TCP,488751,61,40,40,40,61,40,61,40,61,40
41.177.117.184,1618,41.177.3.224,38186,TCP,23019911,671,1420,1420,671,1420,66,1420,671,1420,671
41.177.98.98,123,244.157.67.98,123,UDP,228,76,76,76,0,0,0,0,0,0,0
244.157.67.98,123,41.177.98.98,123,UDP,228,76,76,76,0,0,0,0,0,0,0
68.33.164.161,8727,244.3.160.239,80,TCP,2496,52,52,52,52,52,52,52,52,52,52
244.3.210.254,5900,41.177.244.185,51175,TCP,195623,169,169,735,169,169,169,267,169,169,686
41.177.244.185,51175,244.3.210.254,5900,TCP,26780,52,52,52,52,52,52,52,52,52,52
77.197.128.155,1026,41.177.26.176,80,TCP,280,40,40,40,40,40,40,40,0,0,0
41.177.26.176,80,77.197.128.155,1026,TCP,7053,1500,1389,1500,1500,1164,0,0,0,0,0
77.197.128.106,16620,41.177.26.176,80,TCP,588,40,348,40,40,40,40,40,0,0,0
41.177.26.176,80,77.197.128.106,16620,TCP,11756,40,1181,1500,1346,1500,754,1500,539,1500,1500
197.98.202.224,11638,41.177.26.176,80,TCP,3575,40,40,40,40,40,40,858,40,40,40
41.177.26.176,80,197.98.202.224,11638,TCP,24298,307,1420,85,1420,372,40,1420,151,797,247
90.38.138.255,5328,244.3.160.239,80,TCP,1107,787,40,40,40,40,40,40,40,40,0
41.177.3.224,51255,41.177.117.184,1605,TCP,35605,349,40,349,40,349,40,920,1420,158,370
244.3.160.239,80,90.38.138.255,5328,TCP,20591,40,1454,688,1454,675,252,1454,675,1004,1454
41.177.117.184,1605,41.177.3.224,51255,TCP,38538,430,430,430,920,1420,442,237,985,494,237
41.177.98.57,59728,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,59728,UDP,297,297,0,0,0,0,0,0,0,0,0
244.3.160.239,38136,198.123.241.156,80,TCP,1266,48,40,778,40,40,40,40,40,40,40
41.177.98.57,59729,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,59729,UDP,274,274,0,0,0,0,0,0,0,0,0
77.197.128.142,56576,41.177.26.176,80,TCP,200,40,40,40,40,40,0,0,0,0,0
41.177.26.176,80,77.197.128.142,56576,TCP,3833,914,1500,1419,0,0,0,0,0,0,0
41.177.98.57,59730,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,59730,UDP,274,274,0,0,0,0,0,0,0,0,0
241.18.188.34,2357,41.177.26.176,80,TCP,1281,40,801,40,40,40,40,40,40,40,40
253.213.108.40,1596,253.37.253.43,23,TCP,812,40,40,50,50,40,40,50,50,40,40
41.177.26.15,80,77.197.128.151,44572,TCP,21176,1500,1500,1500,1500,1500,1204,1500,1500,1500,1500
41.177.202.57,1985,210.218.218.164,1985,UDP,3984,48,48,48,48,48,48,48,48,48,48
204.48.176.121,80,244.3.160.239,38130,TCP,789,48,701,40,0,0,0,0,0,0,0
145.95.43.192,1985,210.218.218.164,1985,UDP,3936,48,48,48,48,48,48,48,48,48,48
244.3.160.239,38130,204.48.176.121,80,TCP,1367,40,1207,40,40,40,0,0,0,0,0
204.48.176.121,80,244.3.160.239,38131,TCP,838,48,710,40,40,0,0,0,0,0,0
244.3.160.239,38131,204.48.176.121,80,TCP,1367,40,1207,40,40,40,0,0,0,0,0
41.177.3.224,51281,41.177.117.184,1605,TCP,35597,349,40,349,40,349,40,919,1420,158,370
204.48.176.121,80,244.3.160.239,38132,TCP,675,48,547,40,40,0,0,0,0,0,0
41.177.117.184,1605,41.177.3.224,51281,TCP,38582,430,430,430,920,1420,442,237,986,494,237
244.3.160.239,38132,204.48.176.121,80,TCP,1367,40,1207,40,40,40,0,0,0,0,0
204.48.176.121,80,244.3.160.239,38133,TCP,539,48,411,40,40,0,0,0,0,0,0
204.48.176.121,80,244.3.160.239,38134,TCP,490,48,362,40,40,0,0,0,0,0,0
244.3.160.239,38133,204.48.176.121,80,TCP,1361,40,1201,40,40,40,0,0,0,0,0
244.3.160.239,38134,204.48.176.121,80,TCP,1362,40,1202,40,40,40,0,0,0,0,0
244.3.31.181,47389,41.177.98.220,7000,TCP,4044,40,232,235,235,234,40,190,40,134,134
204.48.176.121,80,244.3.160.239,38135,TCP,516,48,388,40,40,0,0,0,0,0,0
244.3.160.239,38135,204.48.176.121,80,TCP,1367,40,1207,40,40,40,0,0,0,0,0
197.98.202.224,11647,41.177.26.15,80,TCP,19719,572,40,40,40,40,40,40,572,40,40
41.177.26.15,80,197.98.202.224,11647,TCP,636007,348,1420,1420,1420,1420,1420,1332,1420,1420,1420
197.98.202.224,11652,41.177.26.15,80,TCP,2516,572,40,40,40,40,40,40,572,40,40
41.177.26.15,80,197.98.202.224,11652,TCP,47855,348,1420,1420,1420,1420,1420,1332,1420,1420,1420
197.98.202.224,11648,41.177.26.15,80,TCP,3328,572,40,40,40,40,40,40,572,40,40
41.177.26.15,80,197.98.202.224,11648,TCP,63800,348,1420,1420,1420,1420,1420,1332,1420,1420,1420
188.68.72.40,80,244.3.160.239,38079,TCP,1154670,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
41.177.26.164,1985,210.218.218.164,1985,UDP,8664,44,44,48,48,48,48,48,48,48,48
244.3.210.90,3283,41.177.244.185,3283,UDP,752,94,94,94,94,94,94,94,94,0,0
244.3.160.239,38079,188.68.72.40,80,TCP,15992,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,244.3.117.184,4518,TCP,1169590,1420,1420,200,1420,1420,200,1420,1420,200,1420
41.177.244.185,3283,244.3.210.90,3283,UDP,752,94,94,94,94,94,94,94,94,0,0
244.3.117.184,4518,244.3.160.239,80,TCP,23276,40,40,40,40,40,40,40,40,40,40
244.3.160.239,35668,176.41.89.210,80,TCP,1720,40,40,40,40,40,40,40,40,40,40
193.135.161.57,62747,41.177.26.46,80,TCP,247395,48,40,739,40,40,40,40,40,40,40
41.177.26.46,80,193.135.161.57,62747,TCP,15655956,48,40,1492,154,1492,1492,1492,1492,1492,1492
253.160.108.225,12003,253.37.253.43,12003,UDP,1180254,1114,1114,556,556,95,95,83,83,1114,1114
41.177.18.186,1985,210.218.218.164,1985,UDP,3984,48,48,48,48,48,48,48,48,48,48
244.3.4.164,1985,210.218.218.164,1985,UDP,13008,48,48,48,48,48,48,48,48,48,48
197.98.202.224,11649,41.177.26.15,80,TCP,2556,572,40,40,40,40,40,40,572,40,40
41.177.26.15,80,197.98.202.224,11649,TCP,48839,348,1420,1420,1420,1420,1420,1332,1420,1420,1420
253.37.253.43,12003,253.160.108.225,12003,UDP,86134,88,83,93,88,83,93,88,83,93,88
197.98.202.224,11650,41.177.26.15,80,TCP,3328,572,40,40,40,40,40,40,572,40,40
41.177.26.15,80,197.98.202.224,11650,TCP,63538,348,1420,1420,1420,1420,1420,1332,1420,1420,1420
151.77.15.13,58182,41.177.241.46,443,UDP,10030,121,121,121,121,169,137,169,137,121,169
244.3.153.116,514,41.177.230.117,514,UDP,240452,141,141,141,141,141,203,229,227,206,223
197.98.202.224,11651,41.177.26.15,80,TCP,2596,572,40,40,40,40,40,40,572,40,40
41.177.26.15,80,197.98.202.224,11651,TCP,48824,348,1420,1420,1420,1420,1420,1332,1420,1420,1420
198.123.241.156,80,244.3.160.239,38136,TCP,20337,48,40,1500,1500,1500,1500,1500,1500,1500,1500
254.57.4.116,3259,244.3.160.239,80,TCP,680,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,254.57.4.116,3259,TCP,24298,1300,966,1300,971,953,1300,829,911,1300,994
253.213.108.68,1715,253.37.253.43,23,TCP,2578,40,40,40,40,55,55,40,40,71,71
204.48.176.121,80,244.3.160.239,38123,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,38123,204.48.176.121,80,TCP,40,40,0,0,0,0,0,0,0,0,0
204.48.176.121,80,244.3.160.239,38124,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,38124,204.48.176.121,80,TCP,40,40,0,0,0,0,0,0,0,0,0
204.48.176.121,80,244.3.160.239,38126,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,38126,204.48.176.121,80,TCP,40,40,0,0,0,0,0,0,0,0,0
204.48.176.121,80,244.3.160.239,38125,TCP,80,40,40,0,0,0,0,0,0,0,0
204.48.176.121,80,244.3.160.239,38128,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,38125,204.48.176.121,80,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.239,38128,204.48.176.121,80,TCP,40,40,0,0,0,0,0,0,0,0,0
79.160.108.161,8101,41.177.26.91,80,TCP,3240,40,40,40,40,40,40,40,40,40,40
204.48.176.121,80,244.3.160.239,38129,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,38129,204.48.176.121,80,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.26.91,80,79.160.108.161,8101,TCP,112759,1500,1500,1500,1500,1500,1500,1256,1500,1500,1500
77.197.128.143,21819,41.177.26.176,80,TCP,636,48,40,348,40,40,40,40,40,0,0
41.177.26.176,80,77.197.128.143,21819,TCP,11669,48,40,1500,1010,1500,57,1500,754,1500,1500
41.177.98.220,7000,244.3.31.181,47389,TCP,4694,40,109,112,112,40,111,40,136,220,185
41.177.3.203,58386,41.177.3.224,1791,TCP,23001,365,40,365,40,365,40,365,40,365,40
41.177.3.224,1791,41.177.3.203,58386,TCP,25686,428,428,428,428,428,428,428,428,428,1500
41.106.180.77,30882,41.177.241.46,443,UDP,27864,297,121,297,121,281,169,169,169,297,121
244.3.153.177,1554,41.177.117.203,1632,TCP,10912,208,40,208,40,208,40,208,40,208,40
41.177.117.203,1632,244.3.153.177,1554,TCP,5324,121,121,121,121,121,121,121,121,121,121
41.177.241.46,443,41.106.180.77,30882,UDP,11613,201,201,201,201,201,201,201,201,201,201
