srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.241.46,443,151.77.15.210,1137,UDP,34501683,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273
41.177.18.41,1985,210.218.218.164,1985,UDP,4528,48,48,48,48,48,48,44,48,48,48
151.77.15.210,1137,41.177.241.46,443,UDP,2504496,121,121,137,137,121,121,121,121,121,121
244.3.153.30,1770,244.3.176.224,445,TCP,990685,40,40,52,52,40,40,40,40,40,40
244.3.176.224,445,244.3.153.30,1770,TCP,32117619,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190
68.157.168.194,47365,41.177.26.91,80,TCP,203308,52,52,52,52,52,52,52,52,52,52
41.177.26.91,80,68.157.168.194,47365,TCP,5982836,1500,1500,1500,1500,1500,1500,1487,52,1500,1500
117.246.95.43,80,244.3.160.239,61218,TCP,625,48,40,497,40,0,0,0,0,0,0
244.3.160.239,61218,117.246.95.43,80,TCP,770,40,610,40,40,40,0,0,0,0,0
117.246.95.43,80,244.3.160.239,61219,TCP,579,48,40,451,40,0,0,0,0,0,0
41.177.3.224,51349,41.177.117.184,1618,TCP,36383,349,40,349,40,349,40,349,40,349,40
244.3.160.239,61219,117.246.95.43,80,TCP,770,40,610,40,40,40,0,0,0,0,0
41.177.117.184,1618,41.177.3.224,51349,TCP,39446,430,430,430,430,430,430,430,430,430,920
117.246.95.43,80,244.3.160.239,61220,TCP,639,48,40,511,40,0,0,0,0,0,0
244.3.160.239,61220,117.246.95.43,80,TCP,769,40,609,40,40,40,0,0,0,0,0
117.246.95.43,80,244.3.160.239,61221,TCP,628,48,40,500,40,0,0,0,0,0,0
244.3.160.239,61221,117.246.95.43,80,TCP,769,40,609,40,40,40,0,0,0,0,0
241.82.197.204,26557,244.3.210.197,80,TCP,3862,52,52,939,52,52,52,52,1123,52,52
41.177.143.72,1744,41.177.3.224,9504,TCP,401198,40,40,1420,1420,1420,1420,1420,1420,1420,1420
41.177.3.224,9504,41.177.143.72,1744,TCP,1415678,627,40,40,40,40,40,40,40,40,40
41.177.26.192,1985,210.218.218.164,1985,UDP,8352,48,48,48,48,48,48,48,48,48,48
77.197.128.31,58557,41.177.26.176,80,TCP,160,40,40,40,40,0,0,0,0,0,0
77.197.210.181,37354,41.177.26.176,80,TCP,40,40,0,0,0,0,0,0,0,0,0
41.106.176.15,40923,41.177.241.46,443,TCP,246750,125,40,125,125,40,125,125,40,125,125
41.177.26.176,80,77.197.128.31,58557,TCP,4729,1292,278,1500,937,722,0,0,0,0,0
41.177.241.46,443,41.106.176.15,40923,TCP,247962,40,113,149,40,40,113,149,40,40,113
244.3.153.55,2637,244.3.176.118,3389,TCP,121066,52,52,52,52,52,52,52,52,52,52
244.3.176.118,3389,244.3.153.55,2637,TCP,86750,40,76,40,76,40,76,40,76,40,76
77.197.210.67,57758,41.177.26.176,80,TCP,160,40,40,40,40,0,0,0,0,0,0
41.177.26.176,80,77.197.210.67,57758,TCP,3170,1500,948,722,0,0,0,0,0,0,0
41.177.3.224,51334,41.177.117.184,1618,TCP,36391,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1618,41.177.3.224,51334,TCP,39442,430,430,430,430,430,430,430,430,430,920
16.176.93.164,10995,244.3.160.239,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.26.15,80,77.197.128.106,44429,TCP,127311,1500,1500,1500,1500,1500,1204,1500,1500,1500,1500
242.77.209.197,1163,244.3.210.197,80,TCP,10299,501,40,504,40,503,40,503,40,40,513
41.106.176.15,29201,41.177.241.46,443,TCP,4450,73,40,169,169,169,169,169,169,169,169
41.177.241.46,443,41.106.176.15,29201,TCP,2050,40,73,40,40,40,40,40,40,40,40
244.3.160.239,80,244.3.155.77,2588,TCP,613,375,134,52,52,0,0,0,0,0,0
128.71.90.164,80,244.3.160.239,61200,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.210.197,80,242.77.209.197,1163,TCP,58393,529,1300,728,1300,1300,333,1300,1300,1300,991
244.3.160.239,61200,128.71.90.164,80,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.155.77,2588,244.3.160.239,80,TCP,260,52,52,52,52,52,0,0,0,0,0
77.197.210.186,1774,41.177.26.176,80,TCP,280,40,40,40,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.186,1774,TCP,6933,1500,1165,1500,1500,1268,0,0,0,0,0
244.3.160.239,80,244.3.155.77,16338,TCP,659,376,179,52,52,0,0,0,0,0,0
244.3.160.239,80,244.3.155.77,8572,TCP,673,376,193,52,52,0,0,0,0,0,0
244.3.155.77,16338,244.3.160.239,80,TCP,260,52,52,52,52,52,0,0,0,0,0
244.3.155.77,8572,244.3.160.239,80,TCP,260,52,52,52,52,52,0,0,0,0,0
244.3.160.239,80,244.3.155.77,5374,TCP,662,376,182,52,52,0,0,0,0,0,0
244.3.155.77,5374,244.3.160.239,80,TCP,260,52,52,52,52,52,0,0,0,0,0
151.77.15.152,60596,41.177.241.46,443,UDP,6872952,665,121,137,121,201,329,665,441,121,665
244.3.153.25,50806,244.3.160.80,443,TCP,613,573,40,0,0,0,0,0,0,0,0
244.3.160.80,443,244.3.153.25,50806,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.241.46,443,151.77.15.152,60596,UDP,748574,121,137,121,1033,121,185,121,1273,857,121
41.177.3.164,1985,210.218.218.164,1985,UDP,9048,44,44,48,48,48,48,48,48,48,48
244.3.39.224,52661,41.177.241.46,443,TCP,1488,73,73,40,73,73,40,73,73,40,73
41.177.241.46,443,244.3.39.224,52661,TCP,1224,40,40,73,40,40,73,40,40,73,40
85.241.98.37,80,244.3.160.239,61212,TCP,59943,40,1420,1420,1420,1420,1420,1420,1420,1420,1420
77.197.210.123,36606,41.177.26.176,80,TCP,557,40,357,40,40,40,40,0,0,0,0
41.177.26.176,80,77.197.210.123,36606,TCP,11570,40,1500,1010,1500,1500,752,1500,1500,1500,768
