srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.153.13,1251,41.177.202.249,445,TCP,2697127,282,116,116,85,278,116,116,85,278,116
41.177.202.249,445,244.3.153.13,1251,TCP,2267409,147,112,160,79,147,112,160,79,147,112
41.177.241.46,4500,40.193.220.98,8482,UDP,4629976,208,176,224,144,208,176,224,144,208,176
254.194.155.203,39955,41.177.26.46,80,TCP,2156,52,52,64,64,64,64,64,64,64,64
41.177.26.46,80,254.194.155.203,39955,TCP,65032,1500,1500,1500,1500,1500,1004,1500,1500,1500,1500
40.193.220.98,8482,41.177.241.46,4500,UDP,4130874,176,176,144,336,176,176,144,336,176,176
249.18.39.225,1657,41.177.26.176,80,TCP,555,435,40,40,40,0,0,0,0,0,0
41.177.26.176,80,249.18.39.225,1657,TCP,621,541,40,40,0,0,0,0,0,0,0
253.37.253.43,23,253.213.108.79,1451,TCP,34061,1352,1372,1267,599,547,1102,1245,1103,1352,1372
41.43.180.128,80,244.3.160.239,62785,TCP,2055,44,40,1500,391,40,40,0,0,0,0
244.3.160.239,62785,41.43.180.128,80,TCP,1342,40,1142,40,40,40,40,0,0,0,0
253.244.230.213,1985,210.218.218.164,1985,UDP,3264,48,48,48,48,48,48,48,48,48,48
41.177.241.108,3389,244.3.93.198,4112,TCP,16384,85,83,81,91,87,87,83,85,85,87
244.3.210.254,5900,41.177.244.177,56182,TCP,179271,178,284,128,178,178,178,178,330,429,178
41.177.244.177,56182,244.3.210.254,5900,TCP,26780,52,52,52,52,52,52,52,52,52,52
244.3.210.254,5900,41.177.244.185,51175,TCP,155645,170,124,350,263,170,170,170,853,170,267
41.177.244.185,51175,244.3.210.254,5900,TCP,21528,52,52,52,52,52,52,52,52,52,52
77.197.128.18,50714,41.177.26.176,80,TCP,672,48,40,344,40,40,40,40,40,40,0
