srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.98.92,22,244.3.90.4,59984,TCP,708928812,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420
244.3.90.4,59984,41.177.98.92,22,TCP,15483408,52,52,52,52,52,52,52,52,52,52
244.3.160.239,80,18.122.117.184,2840,TCP,36841,1492,48,1492,637,1492,637,1492,637,1492,1189
244.3.160.204,45169,244.3.160.89,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.89,80,244.3.160.204,45169,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.204,45172,244.3.160.254,4000,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.254,4000,244.3.160.204,45172,TCP,80,40,40,0,0,0,0,0,0,0,0
18.122.117.184,5739,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.204,45176,244.3.160.239,443,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.239,443,244.3.160.204,45176,TCP,80,40,40,0,0,0,0,0,0,0,0
194.143.194.43,1570,41.177.98.143,8001,TCP,116,76,40,0,0,0,0,0,0,0,0
41.177.98.143,8001,194.143.194.43,1570,TCP,122,122,0,0,0,0,0,0,0,0,0
244.3.160.204,45178,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.239,80,244.3.160.204,45178,TCP,80,40,40,0,0,0,0,0,0,0,0
253.160.239.39,1521,253.37.253.167,63511,TCP,334685,250,40,257,257,257,257,257,256,251,251
244.3.41.84,21,244.3.34.157,1612,TCP,952,40,93,76,83,91,61,74,104,104,91
128.83.167.17,3312,244.3.210.197,80,TCP,4601,40,40,40,840,40,836,40,843,40,892
253.37.253.167,63511,253.160.239.39,1521,TCP,105702,83,83,83,83,83,83,83,83,83,83
18.122.117.184,2427,244.3.160.239,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.160.239,80,18.122.117.184,2427,TCP,835,795,40,0,0,0,0,0,0,0,0
145.167.55.72,60484,41.177.26.46,80,TCP,20032,52,896,52,52,52,52,52,52,52,52
41.177.98.192,1985,210.218.218.164,1985,UDP,2112,48,48,48,48,48,48,48,48,48,48
41.177.26.46,80,145.167.55.72,60484,TCP,994739,52,276,1500,1500,1500,1500,1500,1500,1500,1500
41.177.3.224,43836,41.177.117.184,1607,TCP,8458,40,349,325,349,318,61,295,61,286,61
176.41.89.121,80,244.3.160.239,63151,TCP,167870,1420,1420,1420,1420,1420,1420,799,1420,1420,1420
244.3.160.239,63151,176.41.89.121,80,TCP,2960,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,145.95.31.210,13627,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.239,65139,198.123.241.156,80,TCP,80,40,40,0,0,0,0,0,0,0,0
198.123.241.156,80,244.3.160.239,65146,TCP,336,48,40,168,40,40,0,0,0,0,0
145.95.31.210,13627,244.3.160.239,80,TCP,40,40,0,0,0,0,0,0,0,0,0
