srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.93.198,1904,41.177.241.254,3389,TCP,709863,138,144,140,157,116,143,146,128,152,122
41.177.241.254,3389,244.3.93.198,1904,TCP,557512,78,78,78,78,78,78,78,78,78,78
77.197.128.118,4420,41.177.26.176,80,TCP,678,40,438,40,40,40,40,40,0,0,0
244.3.160.248,35868,41.177.26.55,80,TCP,1270,48,40,862,40,40,40,40,40,40,40
77.197.128.117,3340,41.177.26.176,80,TCP,240,40,40,40,40,40,40,0,0,0,0
41.177.26.176,80,77.197.128.118,4420,TCP,10210,40,1500,686,1500,527,1379,1381,1405,1500,292
41.177.26.55,80,244.3.160.248,35868,TCP,12857,48,40,1500,1500,1500,1500,1500,1500,1500,1500
244.3.176.224,445,244.3.153.33,1803,TCP,106277777,1190,1190,750,1190,1190,1190,750,1190,1190,1190
41.177.26.176,80,77.197.128.117,3340,TCP,7413,1500,744,1500,285,1500,1500,384,0,0,0
41.177.241.46,443,151.77.15.118,1687,UDP,114003786,1273,1273,841,1273,1273,1273,841,1273,1273,1273
77.197.128.18,7869,41.177.26.176,80,TCP,645,48,40,357,40,40,40,40,40,0,0
41.177.26.176,80,77.197.128.18,7869,TCP,11640,48,40,1500,1010,1500,1500,746,1500,633,1500
244.108.194.56,2405,41.177.26.15,80,TCP,158486,40,40,40,40,40,40,40,40,40,40
41.177.26.15,80,244.108.194.56,2405,TCP,8186365,1172,1452,1452,1452,1452,1452,1172,1452,1452,1452
41.177.26.214,48076,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,48076,UDP,240,240,0,0,0,0,0,0,0,0,0
151.77.39.25,3868,244.3.160.239,80,TCP,480,40,40,40,40,40,40,40,40,40,40
41.177.26.214,48077,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,48077,UDP,129,129,0,0,0,0,0,0,0,0,0
77.197.128.18,1395,41.177.26.176,80,TCP,160,40,40,40,40,0,0,0,0,0,0
151.77.15.118,1687,41.177.241.46,443,UDP,8155568,121,137,121,185,121,137,121,185,121,121
41.177.26.214,48078,41.177.202.202,53,UDP,88,88,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,48078,UDP,146,146,0,0,0,0,0,0,0,0,0
244.3.153.33,1803,244.3.176.224,445,TCP,3118891,40,52,40,103,40,52,40,103,40,40
41.177.26.214,48079,41.177.202.202,53,UDP,85,85,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,48079,UDP,138,138,0,0,0,0,0,0,0,0,0
41.177.26.214,48080,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,48080,UDP,216,216,0,0,0,0,0,0,0,0,0
253.37.253.43,12003,253.160.108.89,12003,UDP,176170,237,88,221,76,88,164,241,88,84,152
244.3.160.239,50433,244.244.229.164,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.160.239,50434,244.244.229.164,80,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.241.181,1985,210.218.218.164,1985,UDP,4144,48,48,48,44,48,48,48,48,48,48
188.68.211.254,80,244.3.160.239,50441,TCP,17809,48,40,1500,1500,1500,1500,1500,1269,1500,1500
244.3.160.239,50441,188.68.211.254,80,TCP,1496,40,1176,40,40,40,40,40,40,40,0
18.84.163.155,42332,41.177.26.176,80,TCP,4346,884,40,40,40,40,910,40,40,40,40
41.177.26.176,80,18.84.163.155,42332,TCP,26292,40,1420,1420,394,821,644,1420,699,45,40
41.177.230.164,1985,210.218.218.164,1985,UDP,16576,48,48,48,48,48,48,48,48,48,48
253.37.253.43,446,253.160.251.90,2709,TCP,61896,1420,290,40,40,1420,1420,1420,1420,1420,1420
41.177.3.224,51236,41.177.117.184,1613,TCP,33371,349,40,349,40,349,40,349,40,919,1420
40.248.176.156,80,244.3.160.239,50438,TCP,1689,1420,229,40,0,0,0,0,0,0,0
244.3.160.239,50438,40.248.176.156,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.117.184,1613,41.177.3.224,51236,TCP,35663,429,429,429,429,920,1420,442,237,986,237
244.3.160.239,80,151.77.39.25,6885,TCP,499,419,40,40,0,0,0,0,0,0,0
244.3.160.239,80,151.77.39.25,3398,TCP,202,122,40,40,0,0,0,0,0,0,0
244.3.160.239,80,41.177.247.89,12681,TCP,1729,1300,349,40,40,0,0,0,0,0,0
244.3.160.239,80,151.77.39.25,12481,TCP,3951,1300,240,1300,1031,40,40,0,0,0,0
244.3.160.239,50435,244.244.229.164,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,80,151.77.39.25,3492,TCP,733,653,40,40,0,0,0,0,0,0,0
244.3.160.239,50436,244.244.229.164,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.177.247.89,12681,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.186.155.13,80,244.3.160.239,50431,TCP,16046,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
151.77.39.25,6885,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.3.224,51186,41.177.117.184,1606,TCP,34458,40,349,40,349,40,349,40,349,40,918
41.177.3.224,51309,41.177.117.184,1605,TCP,55396,40,349,457,434,113,318,69,307,375,375
151.77.39.25,3398,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
151.77.39.25,3630,244.3.160.239,80,TCP,1119,48,40,911,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,3630,TCP,594,48,40,343,83,40,40,0,0,0,0
151.77.39.25,12172,244.3.160.239,80,TCP,1120,48,40,912,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,12172,TCP,613,48,40,343,102,40,40,0,0,0,0
151.77.39.25,12481,244.3.160.239,80,TCP,160,40,40,40,40,0,0,0,0,0,0
151.77.39.25,3492,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
151.77.39.25,9941,244.3.160.239,80,TCP,1120,48,40,912,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,9941,TCP,613,48,40,343,102,40,40,0,0,0,0
106.37.77.3,57085,41.177.26.46,80,TCP,144,52,52,40,0,0,0,0,0,0,0
41.177.26.46,80,106.37.77.3,57085,TCP,52,52,0,0,0,0,0,0,0,0,0
254.224.83.141,3880,41.177.98.127,210,TCP,5357,52,52,40,40,73,40,52,52,52,52
244.3.160.239,50442,244.244.229.164,80,TCP,1198,48,40,990,40,40,40,0,0,0,0
244.3.160.239,50112,176.41.89.210,80,TCP,26160,40,40,40,40,40,40,40,40,40,40
244.3.160.239,50431,244.186.155.13,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.160.239,50443,244.244.229.164,80,TCP,1199,48,40,991,40,40,40,0,0,0,0
244.3.160.239,50444,244.244.229.164,80,TCP,1199,48,40,991,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,3868,TCP,17074,1300,919,1300,829,646,1300,829,1300,829,1300
244.244.229.164,80,244.3.160.239,50440,TCP,2063,40,418,1500,65,40,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50439,TCP,809,40,417,312,40,0,0,0,0,0,0
244.3.160.239,50440,244.244.229.164,80,TCP,200,40,40,40,40,40,0,0,0,0,0
40.248.176.156,80,244.3.160.239,50437,TCP,14736,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420
244.3.160.239,80,151.77.39.25,11904,TCP,2030,345,1300,240,65,40,40,0,0,0,0
244.3.160.239,50437,40.248.176.156,80,TCP,320,40,40,40,40,40,40,40,40,0,0
244.3.160.239,50439,244.244.229.164,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.160.239,80,151.77.39.25,3428,TCP,736,344,312,40,40,0,0,0,0,0,0
244.108.194.56,2402,41.177.26.15,80,TCP,141053,40,40,40,40,40,40,40,40,40,40
41.177.26.15,80,244.108.194.56,2402,TCP,7157416,1452,1172,1452,1452,1452,1452,1452,1172,1452,1452
244.3.160.239,80,41.177.247.89,15402,TCP,14528,1300,829,357,1300,829,1300,829,1300,118,1300
145.95.43.164,1985,210.218.218.164,1985,UDP,4148,48,48,48,48,48,48,48,48,48,44
41.177.247.89,15402,244.3.160.239,80,TCP,320,40,40,40,40,40,40,40,40,0,0
241.203.83.100,61555,244.3.210.197,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.0.204,3055,244.3.41.84,23,TCP,658,64,40,119,40,50,40,71,40,50,40
77.197.128.108,36939,41.177.26.15,80,TCP,360,40,40,40,40,40,40,40,40,40,0
41.177.26.15,80,77.197.128.108,36939,TCP,16090,1500,1500,1204,1500,1500,1500,1500,1500,940,1500
41.177.26.176,43302,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43302,UDP,297,297,0,0,0,0,0,0,0,0,0
41.177.26.176,43303,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43303,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.26.176,43304,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43304,UDP,274,274,0,0,0,0,0,0,0,0,0
244.3.210.164,1985,210.218.218.164,1985,UDP,8384,48,48,48,48,48,48,48,48,44,44
41.177.116.186,1985,210.218.218.164,1985,UDP,3696,48,48,48,48,48,48,48,48,48,48
77.197.128.18,3031,41.177.26.176,80,TCP,635,48,40,347,40,40,40,40,40,0,0
41.177.26.176,80,77.197.128.18,3031,TCP,11653,48,40,1500,1010,1500,54,1500,744,1500,561
41.106.176.15,40923,41.177.241.46,443,TCP,25135,207,179,214,221,221,214,200,221,179,40
41.177.241.46,443,41.106.176.15,40923,TCP,31380,40,113,40,40,40,113,40,40,40,113
244.3.153.55,2637,244.3.176.118,3389,TCP,8426,134,106,141,148,148,141,127,148,106,88
244.3.176.118,3389,244.3.153.55,2637,TCP,14895,40,40,40,40,40,731,40,40,1190,1190
210.197.167.105,3237,41.177.26.15,80,TCP,6680,40,40,40,40,52,52,52,52,52,52
41.177.26.15,80,210.197.167.105,3237,TCP,394428,1492,1492,972,1492,1492,1492,1492,1492,1492,972
244.3.153.116,514,41.177.230.117,514,UDP,307289,200,203,201,201,201,201,201,201,201,201
41.177.31.94,49240,244.3.47.39,3260,TCP,10792,100,52,100,52,100,52,100,52,100,52
244.3.47.39,3260,41.177.31.94,49240,TCP,7100,100,100,100,100,100,100,100,100,100,100
41.177.161.192,1985,210.218.218.164,1985,UDP,11520,48,48,48,48,48,48,48,48,48,48
41.177.26.176,80,18.84.163.155,15749,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.41.186,1985,210.218.218.164,1985,UDP,7584,48,48,48,48,48,48,48,48,48,48
244.244.229.164,80,244.3.160.239,50433,TCP,2371,1500,831,40,0,0,0,0,0,0,0
41.177.93.26,1151,244.3.41.84,23,TCP,2077,40,212,40,212,40,40,50,40,48,212
244.3.41.84,23,41.177.93.26,1151,TCP,10130,54,49,64,49,997,49,58,40,54,49
151.77.39.25,3428,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
151.77.39.25,3835,244.3.160.239,80,TCP,1119,48,40,911,40,40,40,0,0,0,0
151.77.39.25,11904,244.3.160.239,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.160.239,80,151.77.39.25,3835,TCP,612,48,40,343,101,40,40,0,0,0,0
151.77.39.25,10686,244.3.160.239,80,TCP,1118,48,40,910,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,10686,TCP,612,48,40,343,101,40,40,0,0,0,0
151.77.39.25,7239,244.3.160.239,80,TCP,1122,48,40,914,40,40,40,0,0,0,0
244.3.160.239,80,151.77.39.25,7239,TCP,790,48,40,247,375,40,40,0,0,0,0
244.3.160.239,50446,244.244.229.164,80,TCP,1197,48,40,989,40,40,40,0,0,0,0
244.3.160.239,50445,244.244.229.164,80,TCP,1198,48,40,990,40,40,40,0,0,0,0
244.3.160.239,50447,244.244.229.164,80,TCP,1241,48,40,993,40,40,40,40,0,0,0
244.3.41.84,2626,244.3.31.67,1592,TCP,102966,223,622,237,427,1420,645,1133,384,53,40
117.98.46.22,25602,244.3.210.197,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.210.197,80,117.98.46.22,25602,TCP,80,40,40,0,0,0,0,0,0,0,0
117.98.46.22,25603,244.3.210.197,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.210.197,80,117.98.46.22,25603,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.31.67,1592,244.3.41.84,2626,TCP,70124,175,1048,230,40,341,674,674,60,55,175
244.3.210.254,5900,41.177.244.177,56182,TCP,240607,175,187,140,152,328,1420,1420,974,127,137
41.177.244.177,56182,244.3.210.254,5900,TCP,31096,52,52,52,52,52,52,52,52,52,52
41.177.26.176,43305,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43305,UDP,297,297,0,0,0,0,0,0,0,0,0
41.177.26.176,43306,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43306,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.26.176,43307,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,43307,UDP,274,274,0,0,0,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50435,TCP,40,40,0,0,0,0,0,0,0,0,0
244.244.229.164,80,244.3.160.239,50436,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.185.68,5402,244.3.160.239,80,TCP,1403,48,40,1235,40,40,0,0,0,0,0
244.3.160.239,80,244.3.185.68,5402,TCP,764,48,40,596,40,40,0,0,0,0,0
244.3.210.254,5900,41.177.244.185,51175,TCP,212517,168,168,135,261,1420,1420,583,139,348,293
