srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.98.92,22,244.3.90.4,59984,TCP,603007376,1420,1420,1420,1420,1420,1420,1420,1164,1420,1420
244.3.90.4,59984,41.177.98.92,22,TCP,13144116,52,52,52,52,52,52,52,52,52,116
41.106.180.77,42636,41.177.241.46,443,UDP,23529,121,233,137,137,121,233,137,137,137,137
244.3.153.252,3025,41.177.24.241,443,TCP,1530,40,142,83,1185,40,40,0,0,0,0
244.3.153.252,3026,41.177.24.241,443,TCP,1586,52,40,142,83,1189,40,40,0,0,0
41.177.24.241,443,244.3.153.252,3025,TCP,508,40,162,40,186,40,40,0,0,0,0
244.3.153.116,514,41.177.230.117,514,UDP,77102,225,213,225,225,225,225,225,225,225,225
77.197.127.136,27598,41.177.26.176,80,TCP,628,40,348,40,40,40,40,40,40,0,0
41.177.241.46,443,41.106.180.77,42636,UDP,11544,121,137,137,121,137,137,137,137,137,137
41.177.26.176,80,77.197.127.136,27598,TCP,13372,40,1500,1010,1500,1500,764,1500,1500,655,1500
41.177.24.241,443,244.3.153.252,3026,TCP,560,52,40,162,40,186,40,40,0,0,0
41.177.98.57,48149,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,48149,UDP,290,290,0,0,0,0,0,0,0,0,0
41.177.98.220,7020,244.3.79.224,1409,TCP,9119,259,40,259,614,111,111,40,1181,40,703
41.177.98.57,48150,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,48150,UDP,267,267,0,0,0,0,0,0,0,0,0
203.68.39.94,80,244.3.160.239,64038,TCP,1254,48,40,1126,40,0,0,0,0,0,0
244.3.160.239,64038,203.68.39.94,80,TCP,1589,40,1429,40,40,40,0,0,0,0,0
41.177.98.57,48151,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
244.3.160.239,64037,244.3.31.75,443,TCP,117,77,40,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,48151,UDP,267,267,0,0,0,0,0,0,0,0,0
244.3.160.239,443,41.177.77.222,4418,TCP,143,63,40,40,0,0,0,0,0,0,0
244.3.31.75,443,244.3.160.239,64037,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.77.222,4418,244.3.160.239,443,TCP,80,40,40,0,0,0,0,0,0,0,0
77.197.128.12,39844,41.177.26.176,80,TCP,160,40,40,40,40,0,0,0,0,0,0
81.67.217.159,80,244.3.160.239,63807,TCP,5791168,1500,1500,1500,940,1500,1500,1500,1500,1500,940
244.3.160.239,80,41.177.135.193,14700,TCP,5815474,1420,1420,1420,1178,1420,1420,1420,1420,354,1420
244.3.160.239,80,254.204.210.149,12069,TCP,549,469,40,40,0,0,0,0,0,0,0
244.3.160.239,63807,81.67.217.159,80,TCP,30160,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,254.204.210.149,13024,TCP,3061,1300,1300,150,231,40,40,0,0,0,0
244.3.160.239,64032,203.68.39.94,80,TCP,80,40,40,0,0,0,0,0,0,0,0
41.106.176.15,40923,41.177.241.46,443,TCP,70743,125,40,125,40,125,40,125,125,125,125
41.177.241.46,443,41.106.176.15,40923,TCP,67534,40,113,214,40,113,40,113,40,40,113
244.3.153.55,2637,244.3.176.118,3389,TCP,38523,52,52,52,52,52,52,52,52,52,52
41.177.135.193,14700,244.3.160.239,80,TCP,98840,40,40,40,40,40,40,40,40,40,40
244.3.176.118,3389,244.3.153.55,2637,TCP,24901,40,141,40,40,40,40,40,733,40,40
16.176.93.164,10554,244.3.160.239,80,TCP,880,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,16.176.93.164,10554,TCP,15855,1500,629,1500,629,1500,702,1500,629,1500,480
254.204.210.149,12069,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.4.164,1985,210.218.218.164,1985,UDP,2868,48,48,48,48,48,48,48,48,48,48
254.204.210.149,13024,244.3.160.239,80,TCP,160,40,40,40,40,0,0,0,0,0,0
254.204.210.149,16118,244.3.160.239,80,TCP,1830,52,40,1300,278,40,40,40,40,0,0
244.3.160.239,80,254.204.210.149,16118,TCP,4254,52,40,40,272,1300,1300,150,1020,40,40
117.244.108.91,1820,244.3.210.197,80,TCP,5421,40,918,40,40,40,911,40,40,925,40
41.43.180.128,80,244.3.160.239,63987,TCP,5117,333,1500,1500,1500,244,40,0,0,0,0
244.3.160.239,63987,41.43.180.128,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.160.239,64039,203.68.39.94,80,TCP,1676,48,40,1428,40,40,40,40,0,0,0
203.68.39.94,80,244.3.160.239,64034,TCP,437,40,357,40,0,0,0,0,0,0,0
203.68.39.94,80,244.3.160.239,64035,TCP,1206,40,1126,40,0,0,0,0,0,0,0
41.177.77.222,9116,244.3.160.239,80,TCP,1450,48,40,1282,40,40,0,0,0,0,0
244.3.160.239,80,41.177.77.222,9116,TCP,1198,48,40,1030,40,40,0,0,0,0,0
244.3.160.239,64035,203.68.39.94,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.239,64034,203.68.39.94,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.239,80,254.204.210.149,15289,TCP,1207,271,856,40,40,0,0,0,0,0,0
244.3.64.188,49908,41.177.241.46,443,UDP,66175,185,169,169,169,185,169,169,185,185,169
244.3.153.197,54545,41.177.230.130,137,UDP,2496,96,96,96,96,96,96,96,96,96,96
244.3.160.239,80,254.204.210.149,8795,TCP,439,270,89,40,40,0,0,0,0,0,0
244.3.79.224,1409,41.177.98.220,7020,TCP,2684,109,124,122,122,113,107,40,109,109,40
244.3.160.239,64040,244.3.31.75,80,TCP,1421,48,40,1213,40,40,40,0,0,0,0
244.3.31.75,80,244.3.160.239,64040,TCP,1257,48,40,1089,40,40,0,0,0,0,0
244.3.210.197,80,117.244.108.91,1820,TCP,49184,1500,1500,1500,1500,62,1500,1500,1500,563,1500
244.3.153.252,3027,41.177.24.241,443,TCP,1584,52,40,142,83,1187,40,40,0,0,0
41.177.24.241,443,244.3.153.252,3027,TCP,560,52,40,162,40,186,40,40,0,0,0
90.48.117.203,50457,41.177.241.46,443,UDP,8567,201,185,185,233,121,185,185,169,185,121
41.177.77.222,4972,244.3.160.239,80,TCP,5471,48,40,1223,40,40,40,40,40,40,40
244.3.153.142,55544,244.3.124.153,22,TCP,672,112,112,112,112,112,112,0,0,0,0
244.3.160.239,80,41.177.77.222,4972,TCP,223103,48,40,1420,709,1420,740,1420,709,1420,710
244.3.124.153,22,244.3.153.142,55544,TCP,240,40,40,40,40,40,40,0,0,0,0
41.177.241.46,443,90.48.117.203,50457,UDP,6423,121,425,169,185,121,121,121,121,121,121
244.3.160.239,64041,244.3.31.75,80,TCP,4082,48,40,1154,40,40,40,40,40,40,40
16.176.93.164,9616,244.3.160.239,80,TCP,2556,40,1316,40,40,40,40,40,40,40,40
244.3.31.75,80,244.3.160.239,64041,TCP,204075,48,40,1500,1500,1500,1500,1500,1500,1500,1500
244.3.160.239,80,16.176.93.164,9616,TCP,57762,40,1500,629,772,1500,629,1500,629,1500,322
244.3.41.2,137,244.3.41.91,137,UDP,624,78,78,78,78,78,78,78,78,0,0
244.3.160.239,64042,41.43.180.128,80,TCP,2348,48,40,1380,40,40,40,40,40,40,40
117.244.108.91,1819,244.3.210.197,80,TCP,4735,40,40,40,907,40,40,40,40,912,40
254.204.210.149,8795,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
254.204.210.149,15289,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
254.204.210.149,11487,244.3.160.239,80,TCP,1793,52,40,1300,281,40,40,40,0,0,0
244.3.160.239,80,254.204.210.149,11487,TCP,627,52,40,40,271,144,40,40,0,0,0
254.204.210.149,10967,244.3.160.239,80,TCP,1787,52,40,1300,275,40,40,40,0,0,0
244.3.160.239,80,254.204.210.149,10967,TCP,1657,52,40,40,273,1172,40,40,0,0,0
68.157.168.106,59836,41.177.26.176,80,TCP,104,52,52,0,0,0,0,0,0,0,0
41.177.26.176,80,68.157.168.106,59836,TCP,104,52,52,0,0,0,0,0,0,0,0
244.3.160.239,64043,203.68.39.94,80,TCP,1639,48,40,1431,40,40,40,0,0,0,0
244.3.160.239,64044,203.68.39.94,80,TCP,1633,48,40,1425,40,40,40,0,0,0,0
244.3.153.252,3028,41.177.24.241,443,TCP,1635,52,40,142,83,1190,48,40,40,0,0
203.68.39.94,80,244.3.160.239,64036,TCP,1206,40,1126,40,0,0,0,0,0,0,0
41.177.24.241,443,244.3.153.252,3028,TCP,600,52,40,162,40,40,186,40,40,0,0
151.77.15.155,3891,41.177.241.46,443,UDP,3884771,185,121,121,137,153,137,121,185,121,121
244.3.153.209,4213,244.3.176.224,445,TCP,1459430,103,40,40,52,60,52,40,103,40,40
244.3.176.224,445,244.3.153.209,4213,TCP,49162323,1190,1190,1190,1190,1190,245,1190,1190,1190,1190
41.177.241.46,443,151.77.15.155,3891,UDP,52871802,1273,1273,1273,1273,1273,329,1273,1273,1273,1273
244.3.153.252,3029,41.177.24.241,443,TCP,1587,52,40,142,83,1190,40,40,0,0,0
244.3.153.252,3030,41.177.24.241,443,TCP,1583,52,40,142,83,1186,40,40,0,0,0
41.177.24.241,443,244.3.153.252,3029,TCP,560,52,40,162,40,186,40,40,0,0,0
41.177.24.241,443,244.3.153.252,3030,TCP,560,52,40,162,40,186,40,40,0,0,0
244.3.153.252,3031,41.177.24.241,443,TCP,1583,52,40,142,83,1186,40,40,0,0,0
41.177.24.241,443,244.3.153.252,3031,TCP,560,52,40,162,40,186,40,40,0,0,0
41.43.180.128,80,244.3.160.239,64042,TCP,57261,44,40,1500,1500,1500,1500,1500,1500,1500,1500
244.3.160.239,64036,203.68.39.94,80,TCP,120,40,40,40,0,0,0,0,0,0,0
244.3.160.239,80,254.204.210.149,13219,TCP,1207,271,856,40,40,0,0,0,0,0,0
145.95.41.41,1985,210.218.218.164,1985,UDP,1044,44,48,48,48,48,48,48,48,48,48
244.3.199.165,1526,41.177.98.142,80,TCP,12992,1370,40,40,40,40,40,40,1420,43,40
244.3.153.252,3032,41.177.24.241,443,TCP,1583,52,40,142,83,1186,40,40,0,0,0
244.3.153.252,3033,41.177.24.241,443,TCP,1628,52,40,142,83,1190,41,40,40,0,0
41.177.24.241,443,244.3.153.252,3032,TCP,560,52,40,162,40,186,40,40,0,0,0
41.177.24.241,443,244.3.153.252,3033,TCP,600,52,40,162,40,40,186,40,40,0,0
244.3.79.4,1541,41.177.98.220,7030,TCP,8683,40,137,40,113,168,40,137,40,113,168
254.204.210.149,13219,244.3.160.239,80,TCP,120,40,40,40,0,0,0,0,0,0,0
254.204.210.149,11363,244.3.160.239,80,TCP,1791,52,40,1300,279,40,40,40,0,0,0
244.3.160.239,80,254.204.210.149,11363,TCP,1658,52,40,40,272,1174,40,40,0,0,0
41.177.3.81,54527,145.95.81.118,161,UDP,938,938,0,0,0,0,0,0,0,0,0
244.3.160.239,64045,203.68.39.94,80,TCP,1637,48,40,1429,40,40,40,0,0,0,0
203.68.39.94,80,244.3.160.239,64033,TCP,271,231,40,0,0,0,0,0,0,0,0
