srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.241.46,443,151.77.15.154,4170,UDP,25665702,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273
244.3.160.239,44201,85.224.40.142,80,TCP,12760,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,151.77.192.83,12205,TCP,950726,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
151.77.15.154,4170,41.177.241.46,443,UDP,1687399,121,137,121,121,121,121,121,121,121,121
244.3.153.247,4174,244.3.176.224,445,TCP,609409,40,52,40,40,40,40,40,40,40,40
244.3.176.224,445,244.3.153.247,4174,TCP,23854687,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190
85.224.40.142,80,244.3.160.239,44201,TCP,949186,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
41.177.18.41,1985,210.218.218.164,1985,UDP,4480,48,48,48,48,48,48,48,48,48,48
41.177.143.72,2272,41.177.3.224,9308,TCP,366168,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420
41.177.3.224,9308,41.177.143.72,2272,TCP,2547994,40,40,40,40,40,1420,1420,1420,1420,1420
151.77.15.155,3891,41.177.241.46,443,UDP,19178,185,185,121,185,185,169,169,201,169,169
244.3.153.209,137,41.177.230.130,137,UDP,3678,96,96,96,96,78,96,78,96,78,96
41.177.3.224,51263,41.177.117.184,1605,TCP,91192,349,458,1413,1420,671,51,473,483,496,467
41.177.117.184,1605,41.177.3.224,51263,TCP,111031,430,514,1420,428,1420,671,242,433,433,433
41.177.241.177,137,41.177.241.128,137,UDP,78,78,0,0,0,0,0,0,0,0,0
41.177.26.176,80,122.39.210.202,17423,TCP,5680,1420,1420,1420,1420,0,0,0,0,0,0
244.3.34.121,3560,244.3.41.84,23,TCP,5453,50,40,50,40,50,40,50,40,50,40
41.177.26.176,80,77.197.128.224,48189,TCP,11854,1500,1010,1500,44,1500,760,1500,1081,1500,1459
151.77.192.83,12205,244.3.160.239,80,TCP,12760,40,40,40,40,40,40,40,40,40,40
77.197.210.217,41523,41.177.26.176,80,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.26.176,38644,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38644,UDP,214,214,0,0,0,0,0,0,0,0,0
77.197.128.194,38125,41.177.26.176,80,TCP,280,40,40,40,40,40,40,40,0,0,0
41.177.26.176,80,77.197.128.194,38125,TCP,6708,1500,1117,1500,1500,1091,0,0,0,0,0
77.197.217.152,13789,41.177.26.15,80,TCP,60000,40,40,40,40,40,40,40,40,40,40
244.3.41.84,23,244.3.34.121,3560,TCP,52391,824,720,702,890,839,773,797,901,887,684
41.177.26.15,80,77.197.217.152,13789,TCP,4611299,932,1500,1500,1500,1500,1500,932,1500,1500,1500
77.197.128.254,19855,41.177.26.176,80,TCP,637,40,357,40,40,40,40,40,40,0,0
41.177.26.176,80,77.197.128.254,19855,TCP,11610,40,1500,1010,1500,1500,746,1500,583,1500,1009
41.177.26.176,38645,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38645,UDP,297,297,0,0,0,0,0,0,0,0,0
41.177.26.176,38646,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38646,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.26.176,38647,41.177.202.202,53,UDP,80,80,0,0,0,0,0,0,0,0,0
151.77.15.90,1225,41.177.241.46,443,UDP,8306,89,185,185,185,185,185,185,185,185,185
41.177.202.202,53,41.177.26.176,38647,UDP,274,274,0,0,0,0,0,0,0,0,0
41.177.241.46,443,151.77.15.90,1225,UDP,1114,89,89,121,89,169,89,89,121,89,169
254.40.225.0,16143,244.3.160.239,80,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,80,254.40.225.0,16143,TCP,40,40,0,0,0,0,0,0,0,0,0
145.95.48.20,49174,244.3.31.46,993,TCP,2287,89,52,89,52,121,52,89,52,52,89
244.3.31.46,993,145.95.48.20,49174,TCP,24400,105,105,169,89,105,105,105,153,601,1113
145.95.48.20,49175,244.3.31.46,993,TCP,91531,89,52,153,52,105,52,89,52,153,52
244.3.31.46,993,145.95.48.20,49175,TCP,70175,105,185,89,105,185,89,105,105,89,105
188.68.161.130,80,244.3.160.239,44320,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.239,44320,188.68.161.130,80,TCP,40,40,0,0,0,0,0,0,0,0,0
77.197.128.82,41340,41.177.26.176,80,TCP,200,40,40,40,40,40,0,0,0,0,0
41.177.26.176,80,77.197.128.82,41340,TCP,7728,1500,750,1500,812,1500,944,722,0,0,0
77.197.128.224,29144,41.177.26.176,80,TCP,200,40,40,40,40,40,0,0,0,0,0
41.177.26.176,80,77.197.128.224,29144,TCP,7538,1500,760,1500,1500,1500,778,0,0,0,0
41.177.194.24,2401,41.177.98.220,7030,TCP,1060,40,115,40,116,40,127,40,130,40,111
41.177.83.214,1985,210.218.218.164,1985,UDP,13584,48,48,48,48,48,48,48,48,48,48
145.95.48.20,49183,244.3.31.46,993,TCP,89878,89,52,153,52,105,52,89,52,137,52
244.3.31.46,993,145.95.48.20,49183,TCP,68974,105,185,89,105,169,89,105,201,89,105
151.83.41.143,62289,41.177.26.176,80,TCP,774,40,534,40,40,40,40,40,0,0,0
188.68.161.130,80,244.3.160.239,44321,TCP,1507,1427,40,40,0,0,0,0,0,0,0
244.3.160.239,44321,188.68.161.130,80,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.26.176,80,151.83.41.143,62289,TCP,8776,40,245,680,1500,784,1500,1420,1431,1176,0
41.177.26.176,38648,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38648,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,38649,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38649,UDP,186,186,0,0,0,0,0,0,0,0,0
41.177.26.176,38650,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38650,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,38651,41.177.202.202,53,UDP,78,78,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38651,UDP,162,162,0,0,0,0,0,0,0,0,0
41.177.26.176,38652,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38652,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,38653,41.177.202.202,53,UDP,78,78,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38653,UDP,162,162,0,0,0,0,0,0,0,0,0
77.197.210.217,41690,41.177.26.176,80,TCP,675,48,40,347,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.217,41690,TCP,11645,48,40,1500,1010,1500,54,1500,744,1500,553
145.95.43.164,1985,210.218.218.164,1985,UDP,4524,48,48,44,48,48,48,48,48,48,48
151.83.41.143,62159,41.177.26.15,80,TCP,9172,40,40,40,40,40,40,40,40,40,40
41.177.26.15,80,151.83.41.143,62159,TCP,614669,1500,1500,1500,1500,1500,932,1500,1500,1500,1500
41.177.241.254,3389,244.3.93.198,1904,TCP,13688,59,59,59,59,59,59,59,59,59,59
41.177.26.176,80,68.157.168.23,34515,TCP,12778,1493,705,252,252,252,255,591,1500,453,194
254.40.225.0,11873,244.3.160.239,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.160.239,80,254.40.225.0,11873,TCP,1474,1434,40,0,0,0,0,0,0,0,0
41.177.26.176,38654,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38654,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.153.116,514,41.177.230.117,514,UDP,302154,214,214,214,224,201,203,219,221,225,220
41.177.26.176,38655,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38655,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,38656,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38656,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,38657,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38657,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.40.57,1273,244.3.41.84,23,TCP,1457,58,48,50,48,50,48,50,48,50,48
210.197.167.105,3237,41.177.26.15,80,TCP,149792,40,40,40,40,40,40,40,40,40,40
41.177.26.15,80,210.197.167.105,3237,TCP,8676848,1492,972,1492,1492,1492,1492,1492,972,1492,1492
41.177.26.176,38658,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38658,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,38659,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38659,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,38660,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,38660,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,38661,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
