srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.98.92,22,244.3.90.4,59984,TCP,615255484,52,64,52,1420,1420,52,1420,372,52,52
244.3.153.209,4213,244.3.176.224,445,TCP,1316989,103,40,40,52,40,52,52,40,40,40
244.3.90.4,59984,41.177.98.92,22,TCP,13507768,164,148,100,164,100,116,52,52,116,52
244.3.176.224,445,244.3.153.209,4213,TCP,52041536,1190,1190,1190,1190,1190,1190,1190,1190,1190,1190
41.177.241.46,443,151.77.15.155,3891,UDP,56072615,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273
244.3.210.98,137,244.3.210.176,137,UDP,624,78,78,78,78,78,78,78,78,0,0
41.43.180.128,80,244.3.160.239,64767,TCP,40,40,0,0,0,0,0,0,0,0,0
151.77.15.155,3891,41.177.241.46,443,UDP,3654970,121,121,137,121,137,137,121,121,121,121
41.177.3.224,65238,41.177.117.184,1613,TCP,11794,40,349,453,300,349,453,300,349,453,300
77.197.210.122,62986,41.177.26.176,80,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.90.4,20714,41.177.98.92,5632,TCP,129936,80,80,80,80,80,80,80,80,80,80
253.160.239.39,1521,253.37.253.167,63511,TCP,165861,40,245,250,249,249,249,40,251,247,247
77.197.210.106,55305,41.177.26.176,80,TCP,595,48,40,347,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.106,55305,TCP,12151,48,40,1500,1010,1500,1500,751,1500,1500,1500
77.197.217.218,7554,41.177.26.176,80,TCP,200,40,40,40,40,40,0,0,0,0,0
41.177.26.176,80,77.197.217.218,7554,TCP,8249,1500,754,1500,1288,1500,1500,207,0,0,0
41.177.24.249,1985,210.218.218.164,1985,UDP,2736,48,48,48,48,48,48,48,48,48,48
244.3.185.254,1151,41.177.98.220,7030,TCP,1685,40,113,230,40,113,150,160,160,111,145
