srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.90.4,59984,41.177.98.92,22,TCP,14251232,116,52,52,52,52,52,52,52,52,52
41.177.98.92,22,244.3.90.4,59984,TCP,651061080,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420
40.193.220.98,8147,41.177.241.46,4500,UDP,649885,328,176,176,144,336,176,176,144,288,176
244.3.153.67,1359,41.177.202.249,445,TCP,455782,264,116,116,85,276,116,116,85,228,116
41.177.202.249,445,244.3.153.67,1359,TCP,381457,147,112,160,79,147,112,160,79,147,112
41.177.241.46,4500,40.193.220.98,8147,UDP,588064,208,176,224,144,208,176,224,144,208,176
41.106.180.77,30882,41.177.241.46,443,UDP,6638,297,121,297,121,297,121,297,121,297,121
244.3.153.177,1554,41.177.117.203,1632,TCP,2728,208,40,208,40,208,40,208,40,208,40
41.177.117.203,1632,244.3.153.177,1554,TCP,1331,121,121,121,121,121,121,121,121,121,121
41.177.241.46,443,41.106.180.77,30882,UDP,3632,201,201,201,201,201,201,201,201,201,137
41.106.180.77,42636,41.177.241.46,443,UDP,6735,185,137,121,233,169,1273,265,121,121,121
244.3.153.252,137,41.177.230.130,137,UDP,864,96,96,96,96,96,96,96,96,96,0
41.177.98.57,61896,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,61896,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,80,77.197.210.81,6153,TCP,12685,1500,1010,1500,57,1500,754,1500,1415,279,1500
41.177.98.57,61897,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,61897,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.98.57,61898,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,61898,UDP,214,214,0,0,0,0,0,0,0,0,0
128.164.108.251,25,244.3.210.255,4185,TCP,1188,90,40,40,40,40,96,40,63,87,96
244.3.210.255,4185,128.164.108.251,25,TCP,19811,1500,1500,1500,1500,1500,1500,714,46,84,78
186.67.155.161,25,244.3.210.255,1949,TCP,2961,98,121,78,79,54,40,40,40,40,40
244.3.210.255,1949,186.67.155.161,25,TCP,49855,64,84,70,46,1500,1500,1500,1500,1500,1500
244.3.64.188,49908,41.177.241.46,443,UDP,128023,169,169,185,169,169,169,185,169,185,169
244.3.176.15,1985,210.218.218.164,1985,UDP,960,48,48,48,48,48,48,48,48,48,48
244.3.153.197,50753,41.177.230.130,137,UDP,2106,78,78,78,78,78,78,78,78,78,78
128.164.108.251,25,244.3.210.255,3406,TCP,1906,96,90,40,40,40,40,96,40,63,87
46.91.85.106,1492,41.177.98.176,80,TCP,240,40,40,40,40,40,40,0,0,0,0
244.3.210.255,3406,128.164.108.251,25,TCP,29770,46,1500,1500,1500,1500,1500,1500,714,46,84
41.177.98.176,80,46.91.85.106,1492,TCP,10035,1500,1500,1500,1500,1500,1500,995,40,0,0
41.177.24.241,993,244.3.153.34,52687,TCP,2092,52,148,52,1190,650,0,0,0,0,0
244.3.160.204,8730,244.3.160.89,80,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.241.46,443,244.3.39.224,49271,UDP,47519,137,233,137,1273,729,457,473,169,137,233
48.151.229.224,25,244.3.210.255,1951,TCP,667,72,350,77,88,40,40,0,0,0,0
244.3.160.89,80,244.3.160.204,8730,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.210.255,1951,48.151.229.224,25,TCP,244,72,46,46,40,40,0,0,0,0,0
