srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.153.33,1803,244.3.176.224,445,TCP,5540027,40,40,103,40,52,40,103,40,40,103
151.77.15.118,1687,41.177.241.46,443,UDP,9144909,121,185,121,137,121,185,121,121,185,121
244.3.176.224,445,244.3.153.33,1803,TCP,37669549,1190,1190,750,1190,1190,1190,1190,750,1190,1190
41.177.241.46,443,151.77.15.118,1687,UDP,42029038,1273,1273,841,1273,1273,1273,1273,841,1273,1273
244.3.160.239,46733,176.41.89.121,80,TCP,3120,40,40,40,40,40,40,40,40,40,40
41.177.26.91,80,68.157.168.194,47365,TCP,4020840,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
77.197.210.136,55032,41.177.26.176,80,TCP,812,48,40,364,40,40,40,40,40,40,40
41.177.26.176,80,77.197.210.136,55032,TCP,22904,48,40,1500,1500,318,1044,1500,1460,1405,1403
68.157.168.13,61103,41.177.26.176,80,TCP,843,323,52,52,52,52,52,52,52,52,52
151.241.241.198,80,244.3.160.239,48273,TCP,234318,1420,1420,1016,1420,1420,1016,1420,1420,1016,1420
41.177.26.176,80,68.157.168.13,61103,TCP,8171,52,1500,1013,1500,745,158,1500,1500,99,52
244.3.160.239,48273,151.241.241.198,80,TCP,3760,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,41.177.154.154,3056,TCP,234318,1420,1420,1016,1420,1420,1016,1420,1420,1016,1420
41.177.154.154,3056,244.3.160.239,80,TCP,2800,40,40,40,40,40,40,40,40,40,40
253.37.253.43,12003,253.160.108.225,12003,UDP,93172,83,93,88,83,93,88,83,93,88,83
77.197.210.110,16601,41.177.26.176,80,TCP,200,40,40,40,40,40,0,0,0,0,0
77.197.128.72,33829,41.177.26.91,80,TCP,528,40,328,40,40,40,40,0,0,0,0
41.177.26.91,80,77.197.128.72,33829,TCP,16758,40,1500,1500,1500,1500,1500,1500,1500,1500,1500
41.177.26.176,80,77.197.210.110,16601,TCP,7550,1500,744,1500,579,1500,1005,722,0,0,0
40.193.220.98,8147,41.177.241.46,4500,UDP,6502,104,176,29,29,152,104,29,29,176,152
244.3.153.67,1359,41.177.202.249,445,TCP,971,40,93,40,93,40,93,40,93,40,93
151.77.15.154,4170,41.177.241.46,443,UDP,294082,121,265,281,249,233,265,249,281,281,201
244.3.153.247,4174,244.3.176.224,445,TCP,176769,40,182,192,158,152,174,168,188,192,116
244.3.64.188,49908,41.177.241.46,443,UDP,755347,169,169,185,185,169,169,169,169,185,185
244.3.153.197,51204,41.177.230.130,137,UDP,936,78,78,78,78,78,78,78,78,78,78
244.3.153.197,51601,41.177.230.130,137,UDP,936,78,78,78,78,78,78,78,78,78,78
244.3.153.197,55027,41.177.230.130,137,UDP,1152,96,96,96,96,96,96,96,96,96,96
244.3.153.197,55029,41.177.230.130,137,UDP,1152,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54908,41.177.230.130,137,UDP,936,78,78,78,78,78,78,78,78,78,78
244.3.153.197,55421,41.177.230.130,137,UDP,936,78,78,78,78,78,78,78,78,78,78
244.3.153.197,52360,41.177.230.130,137,UDP,936,78,78,78,78,78,78,78,78,78,78
244.3.153.197,60955,41.177.230.130,137,UDP,78,78,0,0,0,0,0,0,0,0,0
253.37.253.43,12003,253.160.108.89,12003,UDP,239531,88,84,172,1433,1433,441,88,84,172,1083
41.177.3.203,36735,41.177.3.224,1791,TCP,147053,388,506,505,515,581,125,601,125,1060,1303
145.95.41.41,1985,210.218.218.164,1985,UDP,4524,48,48,48,44,48,48,48,48,48,48
41.177.3.224,1791,41.177.3.203,36735,TCP,104633,428,504,429,370,237,62,237,62,995,1003
244.3.4.192,1985,210.218.218.164,1985,UDP,12384,48,48,48,48,48,48,48,48,48,48
244.3.160.248,57789,41.177.26.141,2641,UDP,109,109,0,0,0,0,0,0,0,0,0
41.177.26.141,2641,244.3.160.248,57789,UDP,534,534,0,0,0,0,0,0,0,0,0
68.157.168.194,47365,41.177.26.91,80,TCP,187605,52,52,52,52,52,52,52,52,52,52
215.83.186.106,3625,41.177.26.15,80,TCP,15352,40,1065,697,40,40,40,40,730,40,40
77.197.210.77,7673,41.177.26.91,80,TCP,689,48,40,361,40,40,40,40,40,40,0
41.177.26.91,80,77.197.210.77,7673,TCP,16555,48,40,1500,1500,1500,1500,1500,1500,1500,1500
