srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
41.177.241.254,1040,41.177.241.176,1100,UDP,38304,133,133,133,133,133,133,133,133,133,133
41.177.26.176,80,77.197.128.135,29325,TCP,11272,1500,1010,1500,45,1500,592,1500,858,1500,1267
77.197.210.198,29451,41.177.26.176,80,TCP,662,40,382,40,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.198,29451,TCP,10947,40,734,813,705,287,1384,1500,1166,1500,1500
41.177.98.57,38289,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38289,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,38290,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38290,UDP,275,275,0,0,0,0,0,0,0,0,0
198.123.241.156,80,244.3.160.239,56704,TCP,644151,41,1500,1500,1500,1500,1500,1500,1500,1500,1500
244.3.160.239,56704,198.123.241.156,80,TCP,10280,40,40,40,40,40,40,40,40,40,40
41.177.98.57,38291,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38291,UDP,275,275,0,0,0,0,0,0,0,0,0
145.95.41.251,59816,145.95.81.118,161,UDP,565,83,79,79,83,79,79,83,0,0,0
145.95.81.118,161,145.95.41.251,59816,UDP,6251,285,1328,1328,285,1329,1316,380,0,0,0
77.197.210.128,27894,41.177.26.176,80,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.3.192,1985,210.218.218.164,1985,UDP,10176,48,48,48,48,48,48,48,48,48,48
41.177.98.192,1985,210.218.218.164,1985,UDP,10176,48,48,48,48,48,48,48,48,48,48
41.177.108.186,1985,210.218.218.164,1985,UDP,10080,48,48,48,48,48,48,48,48,48,48
68.157.168.194,47365,41.177.26.91,80,TCP,188007,52,52,52,52,52,52,52,402,52,52
41.177.98.220,7010,244.3.79.176,1689,TCP,84820,40,1308,111,111,111,40,40,1342,111,111
15.71.149.241,49519,41.177.26.15,80,TCP,3684,60,52,296,52,52,52,52,52,52,52
41.177.26.15,80,15.71.149.241,49519,TCP,852607,64,52,331,1500,1500,1500,1500,1500,1004,1500
244.3.176.118,3389,244.3.153.55,2637,TCP,383151,520,98,75,98,98,62,79,79,79,104
41.177.241.46,443,41.106.176.15,40923,TCP,1922697,593,40,40,171,148,40,171,171,40,135
41.177.26.176,80,77.197.210.123,61896,TCP,11939,1500,1010,1500,1500,732,1500,1282,1500,1415,0
253.160.251.90,3819,253.37.253.43,446,TCP,39500,52,52,40,40,515,515,200,200,163,163
253.37.253.43,446,253.160.251.90,3819,TCP,825315,48,324,92,157,1420,1420,1420,1420,1420,1420
41.177.202.57,1985,210.218.218.164,1985,UDP,5088,48,48,48,48,48,48,48,48,48,48
41.177.116.184,4341,253.37.253.43,623,TCP,2118,101,101,40,40,40,40,85,85,40,40
244.3.153.116,514,41.177.230.117,514,UDP,469871,201,223,212,151,202,212,151,290,341,164
77.197.210.67,4039,41.177.26.176,80,TCP,120,40,40,40,0,0,0,0,0,0,0
41.177.26.176,80,77.197.210.67,4039,TCP,2936,1500,1436,0,0,0,0,0,0,0,0
41.177.72.186,1985,210.218.218.164,1985,UDP,10176,48,48,48,48,48,48,48,48,48,48
77.197.210.48,23551,41.177.26.176,80,TCP,744,48,40,376,40,40,40,40,40,40,40
41.177.26.176,80,77.197.210.48,23551,TCP,10947,48,40,1500,65,685,279,279,279,282,655
253.37.253.43,623,41.177.116.184,4341,TCP,7586,77,1402,997,549,629,1061,1365,133,1373,0
244.3.210.255,1723,168.91.64.164,39710,TCP,424,40,56,40,56,40,56,40,56,40,0
244.3.79.176,1686,41.177.98.167,1521,TCP,77080,178,67,58,110,40,160,67,58,110,180
41.177.83.214,1985,210.218.218.164,1985,UDP,16716,48,48,48,48,48,48,48,48,48,48
41.177.98.167,1521,244.3.79.176,1686,TCP,173625,82,135,81,1420,671,180,83,129,81,129
15.128.184.13,6613,41.177.26.176,80,TCP,1206,60,52,718,64,52,52,52,52,52,52
41.177.26.176,80,15.128.184.13,6613,TCP,12760,64,52,1420,194,717,308,143,308,311,837
41.106.176.15,40923,41.177.241.46,443,TCP,449202,113,40,113,40,113,130,40,113,207,40
244.3.153.55,2637,244.3.176.118,3389,TCP,63451,40,40,40,57,40,134,40,148,40,148
77.197.128.135,29325,41.177.26.176,80,TCP,240,40,40,40,40,40,40,0,0,0,0
16.176.93.164,11301,244.3.160.239,80,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.160.239,80,16.176.93.164,11301,TCP,40,40,0,0,0,0,0,0,0,0,0
77.197.210.122,17445,41.177.26.176,80,TCP,672,48,40,344,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.122,17445,TCP,12191,48,40,1500,1010,1500,1500,752,1500,1134,1500
15.186.110.132,52438,41.177.26.91,80,TCP,934,60,52,458,52,52,52,52,52,52,52
41.177.26.91,80,15.186.110.132,52438,TCP,10600,64,52,1500,1500,1500,1500,1500,1500,1432,52
145.95.225.41,1985,210.218.218.164,1985,UDP,5576,48,48,48,48,48,48,48,48,48,48
41.177.241.108,3389,244.3.93.198,4112,TCP,26075,91,93,85,89,89,81,258,155,95,99
145.95.81.118,123,41.177.230.31,123,UDP,304,76,76,76,76,0,0,0,0,0,0
41.177.230.31,123,145.95.81.118,123,UDP,304,76,76,76,76,0,0,0,0,0,0
244.3.34.194,34021,41.177.98.145,22,TCP,2788316,100,52,100,52,100,52,100,52,100,52
41.177.98.145,22,244.3.34.194,34021,TCP,2949024,100,100,100,100,100,100,100,100,100,100
40.138.160.255,14346,244.3.160.239,80,TCP,15548,52,52,52,52,52,52,52,52,52,52
244.3.160.239,80,40.138.160.255,14346,TCP,674554,1460,1460,1460,1460,1460,1460,1460,1460,1460,1460
77.197.210.123,61896,41.177.26.176,80,TCP,200,40,40,40,40,40,0,0,0,0,0
41.177.31.192,1985,210.218.218.164,1985,UDP,10272,48,48,48,48,48,48,48,48,48,48
253.160.108.89,12003,253.37.253.43,12003,UDP,335636,95,95,95,95,233,233,78,78,83,83
253.37.253.43,12003,253.160.108.89,12003,UDP,256469,88,84,152,221,88,84,152,1433,1433,399
244.3.79.224,1409,41.177.98.220,7020,TCP,26131,40,109,109,124,122,40,123,123,123,123
41.177.98.57,38292,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38292,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,38293,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38293,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,38294,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38294,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.241.164,1985,210.218.218.164,1985,UDP,11056,48,48,48,48,48,48,48,48,48,48
41.64.217.244,1213,41.177.98.176,80,TCP,636,476,40,40,40,40,0,0,0,0,0
41.177.98.176,80,41.64.217.244,1213,TCP,248,208,40,0,0,0,0,0,0,0,0
244.3.160.186,1985,210.218.218.164,1985,UDP,15264,48,48,48,48,48,48,48,48,48,48
41.177.98.57,38295,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38295,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.98.57,38296,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38296,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,38297,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38297,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.79.176,1689,41.177.98.220,7010,TCP,73917,107,106,111,576,576,123,107,106,111,576
41.177.3.67,64163,210.218.218.3,5353,UDP,236,118,118,0,0,0,0,0,0,0,0
15.186.110.142,56384,41.177.26.176,80,TCP,1386,60,52,546,52,52,52,52,52,52,52
41.177.26.176,80,15.186.110.142,56384,TCP,12365,64,52,1405,698,271,271,271,274,603,1500
41.177.93.176,1340,244.3.41.84,23,TCP,2722,93,93,40,62,40,111,40,93,40,62
77.197.210.128,27982,41.177.26.176,80,TCP,643,48,40,355,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.128,27982,TCP,12455,48,40,1500,1010,1500,1500,739,1500,1500,1500
41.177.241.108,137,41.177.241.176,137,UDP,27378,78,78,78,78,78,78,78,78,78,78
244.3.31.192,1985,210.218.218.164,1985,UDP,10176,48,48,48,48,48,48,48,48,48,48
244.3.93.198,4112,41.177.241.108,3389,TCP,10880,40,40,40,40,40,40,40,40,40,40
244.3.79.219,1620,41.177.98.220,7030,TCP,11499,113,168,40,113,168,40,113,168,40,137
41.177.98.220,7030,244.3.79.219,1620,TCP,17048,148,267,148,278,148,234,284,148,40,300
41.177.26.176,80,77.197.210.186,51911,TCP,11690,1500,1010,1500,56,1500,754,1500,910,1500,1460
253.244.77.186,1985,210.218.218.164,1985,UDP,10176,48,48,48,48,48,48,48,48,48,48
41.177.108.15,1985,210.218.218.164,1985,UDP,10080,48,48,48,48,48,48,48,48,48,48
41.177.98.57,38298,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38298,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,80,77.197.128.31,32734,TCP,11542,824,1500,1500,231,1500,754,1500,804,1500,1429
41.177.98.57,38299,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38299,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.98.57,38300,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38300,UDP,275,275,0,0,0,0,0,0,0,0,0
176.41.89.121,80,244.3.160.239,56563,TCP,2538029,1420,1420,1420,1420,1420,1420,799,1420,1420,1420
244.3.160.239,56563,176.41.89.121,80,TCP,43680,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,41.177.40.117,14420,TCP,2537989,1500,1340,1500,1340,1500,1500,639,1500,1340,1500
41.177.40.117,14420,244.3.160.239,80,TCP,33160,40,40,40,40,40,40,40,40,40,40
41.177.3.224,50412,41.177.117.184,1613,TCP,28874,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1613,41.177.3.224,50412,TCP,32410,429,429,429,429,429,429,429,429,429,429
241.192.102.239,1428,41.177.98.143,8001,TCP,116,76,40,0,0,0,0,0,0,0,0
40.193.220.98,7592,41.177.241.46,4500,UDP,99519,152,152,104,104,120,128,136,136,120,120
244.3.153.156,1543,41.177.202.249,445,TCP,1330,93,40,93,40,93,40,93,40,93,40
244.3.153.156,2788,41.177.202.0,445,TCP,1330,93,40,93,40,93,40,93,40,93,40
41.177.202.0,445,244.3.153.156,2788,TCP,930,93,93,93,93,93,93,93,93,93,93
41.177.241.46,4500,40.193.220.98,7592,UDP,1049500,152,152,376,384,264,328,408,248,408,264
41.177.202.249,445,244.3.153.156,1543,TCP,974,93,93,93,93,93,44,93,93,93,93
41.177.98.143,8001,241.192.102.239,1428,TCP,122,122,0,0,0,0,0,0,0,0,0
151.77.15.155,3891,41.177.241.46,443,UDP,36572,185,185,185,169,185,169,185,169,185,169
244.3.153.209,137,41.177.230.130,137,UDP,6768,96,96,96,96,96,96,78,96,78,96
77.197.210.67,4160,41.177.26.176,80,TCP,645,48,40,357,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.67,4160,TCP,11580,48,40,1181,1500,556,825,1500,748,1500,482
244.3.41.84,23,41.177.93.176,1340,TCP,24884,40,452,1420,155,1420,155,452,1420,155,1420
176.41.89.210,80,244.3.160.239,53110,TCP,469211,1420,1420,1420,1420,1420,1420,799,1420,1420,1420
244.3.160.239,53110,176.41.89.210,80,TCP,8160,40,40,40,40,40,40,40,40,40,40
244.3.160.239,80,68.33.164.161,13354,TCP,473431,1500,1364,1500,1364,1500,1500,675,1500,1364,1500
41.177.161.164,1985,210.218.218.164,1985,UDP,16584,48,48,48,48,48,48,48,48,48,48
41.177.98.57,38301,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38301,UDP,226,226,0,0,0,0,0,0,0,0,0
41.177.98.57,38302,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38302,UDP,267,267,0,0,0,0,0,0,0,0,0
41.177.98.57,38303,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.98.57,38303,UDP,267,267,0,0,0,0,0,0,0,0,0
41.177.98.176,80,68.33.224.93,44065,TCP,40245,1500,1500,1500,994,1500,1500,1500,788,1500,1500
68.33.164.161,13354,244.3.160.239,80,TCP,10712,52,52,52,52,52,52,52,52,52,52
244.3.210.254,5900,41.177.244.177,56182,TCP,299311,177,375,620,177,177,152,330,1420,1420,619
41.177.244.177,56182,244.3.210.254,5900,TCP,40820,52,52,52,52,52,52,52,52,52,52
40.193.220.98,8147,41.177.241.46,4500,UDP,8022,116,160,160,160,160,160,116,152,104,176
41.177.241.46,4500,40.193.220.98,8147,UDP,2572,116,116,152,104,152,152,104,152,116,116
68.33.224.93,44065,41.177.98.176,80,TCP,480,40,40,40,40,40,40,40,40,40,40
244.3.210.254,5900,41.177.244.185,51175,TCP,261694,168,840,168,168,142,260,1420,1420,315,133
41.177.244.185,51175,244.3.210.254,5900,TCP,35412,52,52,52,52,52,52,52,52,52,52
194.66.204.209,4513,244.3.41.84,23,TCP,3511,71,52,74,52,62,52,62,52,62,52
77.197.210.186,51911,41.177.26.176,80,TCP,160,40,40,40,40,0,0,0,0,0,0
244.3.153.164,1985,210.218.218.164,1985,UDP,11056,48,48,48,48,48,48,48,48,48,48
41.177.117.186,1985,210.218.218.164,1985,UDP,10080,48,48,48,48,48,48,48,48,48,48
77.197.128.31,32734,41.177.26.176,80,TCP,240,40,40,40,40,40,40,0,0,0,0
41.177.56.222,1620,244.3.41.84,23,TCP,4674,75,48,50,48,103,48,50,48,50,48
244.3.153.67,137,244.3.31.251,137,UDP,1344,96,96,96,96,96,96,96,96,96,96
41.64.217.244,1217,41.177.98.176,80,TCP,644,484,40,40,40,40,0,0,0,0,0
